Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"KYNU","Kynureninase","Protein Coding","Q16719","61","GC02P142877","12.8403072357178","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KYNU"
"CDKN3","Cyclin Dependent Kinase Inhibitor 3","Protein Coding","Q16667","53","GC14P054417","12.832202911377","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN3"
"CASP3","Caspase 3","Protein Coding","P42574","62","GC04M184627","12.8226432800293","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP3"
"SQSTM1","Sequestosome 1","Protein Coding","Q13501","62","GC05P179806","12.8148174285889","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SQSTM1"
"BHMT","Betaine--Homocysteine S-Methyltransferase","Protein Coding","Q93088","55","GC05P079111","12.8020286560059","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BHMT"
"FARS2","Phenylalanyl-TRNA Synthetase 2, Mitochondrial","Protein Coding","O95363","56","GC06P008239","12.7991771697998","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FARS2"
"ALG12","ALG12 Alpha-1,6-Mannosyltransferase","Protein Coding","Q9BV10","50","GC22M049859","12.7975645065308","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALG12"
"MOGS","Mannosyl-Oligosaccharide Glucosidase","Protein Coding","Q13724","56","GC02M074461","12.7693071365356","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MOGS"
"NDUFA4","NDUFA4 Mitochondrial Complex Associated","Protein Coding","O00483","54","GC07M010938","12.7626457214355","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFA4"
"GAD1","Glutamate Decarboxylase 1","Protein Coding","Q99259","62","GC02P170813","12.742733001709","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAD1"
"KCNJ1","Potassium Inwardly Rectifying Channel Subfamily J Member 1","Protein Coding","P48048","60","GC11M134294","12.7333869934082","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNJ1"
"PGAM2","Phosphoglycerate Mutase 2","Protein Coding","P15259","55","GC07M044062","12.7151117324829","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGAM2"
"NPY","Neuropeptide Y","Protein Coding","P01303","57","GC07P024449","12.7076873779297","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPY"
"COX16","Cytochrome C Oxidase Assembly Factor COX16","Protein Coding","Q9P0S2","46","GC14M070326","12.68874168396","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COX16"
"AKR1B1","Aldo-Keto Reductase Family 1 Member B","Protein Coding","P15121","59","GC07M134442","12.6853876113892","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKR1B1"
"KRAS","KRAS Proto-Oncogene, GTPase","Protein Coding","P01116","66","GC12M033285","12.666693687439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRAS"
"DOLK","Dolichol Kinase","Protein Coding","Q9UPQ8","51","GC09M128945","12.6531047821045","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DOLK"
"NGLY1","N-Glycanase 1","Protein Coding","Q96IV0","55","GC03M025718","12.621467590332","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NGLY1"
"FOXO3","Forkhead Box O3","Protein Coding","O43524","60","GC06P108559","12.6008405685425","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXO3"
"UGT1A4","UDP Glucuronosyltransferase Family 1 Member A4","Protein Coding","P22310","55","GC02P233718","12.5994119644165","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UGT1A4"
"SCARB2","Scavenger Receptor Class B Member 2","Protein Coding","Q14108","57","GC04M076158","12.5569982528687","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCARB2"
"CTSK","Cathepsin K","Protein Coding","P43235","62","GC01M164912","12.5549306869507","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTSK"
"IGF2","Insulin Like Growth Factor 2","Protein Coding","P01344","61","GC11M013301","12.5538368225098","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF2"
"B2M","Beta-2-Microglobulin","Protein Coding","P61769","62","GC15P044711","12.5523815155029","https://www.genecards.org/cgi-bin/carddisp.pl?gene=B2M"
"GCSH","Glycine Cleavage System Protein H","Protein Coding","P23434","54","GC16M081081","12.5258140563965","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GCSH"
"MALAT1","Metastasis Associated Lung Adenocarcinoma Transcript 1","RNA Gene","","33","GC11P098972","12.5101699829102","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MALAT1"
"DHDDS","Dehydrodolichyl Diphosphate Synthase Subunit","Protein Coding","Q86SQ9","53","GC01P026432","12.5009870529175","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHDDS"
"ATP6AP2","ATPase H+ Transporting Accessory Protein 2","Protein Coding","O75787","57","GC0XP040634","12.4977111816406","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6AP2"
"EMSLR","E2F1 MRNA Stabilizing LncRNA","RNA Gene","","20","GC07P108819","12.4963893890381","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EMSLR"
"BMP1","Bone Morphogenetic Protein 1","Protein Coding","P13497","61","GC08P022165","12.4915609359741","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMP1"
"KARS1","Lysyl-TRNA Synthetase 1","Protein Coding","Q15046","58","GC16M076057","12.4368953704834","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KARS1"
"INPPL1","Inositol Polyphosphate Phosphatase Like 1","Protein Coding","O15357","60","GC11P072223","12.4367532730103","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INPPL1"
"STK11","Serine/Threonine Kinase 11","Protein Coding","Q15831","63","GC19P001177","12.4187641143799","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STK11"
"ISCA2","Iron-Sulfur Cluster Assembly 2","Protein Coding","Q86U28","51","GC14P074493","12.4039678573608","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ISCA2"
"PTGIS","Prostaglandin I2 Synthase","Protein Coding","Q16647","57","GC20M049503","12.3797807693481","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGIS"
"PIGA","Phosphatidylinositol Glycan Anchor Biosynthesis Class A","Protein Coding","P37287","55","GC0XM015319","12.3665227890015","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIGA"
"NR1H3","Nuclear Receptor Subfamily 1 Group H Member 3","Protein Coding","Q13133","59","GC11P047248","12.3537044525146","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR1H3"
"DPM1","Dolichyl-Phosphate Mannosyltransferase Subunit 1, Catalytic","Protein Coding","O60762","55","GC20M050934","12.3401889801025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DPM1"
"COX8A","Cytochrome C Oxidase Subunit 8A","Protein Coding","P10176","52","GC11P098819","12.3133392333984","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COX8A"
"SCD","Stearoyl-CoA Desaturase","Protein Coding","O00767","62","GC10P100347","12.3101778030396","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCD"
"LINC02605","Long Intergenic Non-Protein Coding RNA 2605","RNA Gene","","22","GC08P078838","12.2886219024658","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02605"
"SULT1A1","Sulfotransferase Family 1A Member 1","Protein Coding","P50225","55","GC16M045534","12.267463684082","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SULT1A1"
"AOX1","Aldehyde Oxidase 1","Protein Coding","Q06278","55","GC02P200585","12.2606840133667","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AOX1"
"ATP13A2","ATPase Cation Transporting 13A2","Protein Coding","Q9NQ11","56","GC01M016985","12.2501821517944","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP13A2"
"CPT1B","Carnitine Palmitoyltransferase 1B","Protein Coding","Q92523","56","GC22M081727","12.24622631073","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPT1B"
"BMP2","Bone Morphogenetic Protein 2","Protein Coding","P12643","58","GC20P006767","12.2320232391357","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMP2"
"ATP8B1","ATPase Phospholipid Transporting 8B1","Protein Coding","O43520","53","GC18M057646","12.2202339172363","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP8B1"
"LIPG","Lipase G, Endothelial Type","Protein Coding","Q9Y5X9","55","GC18P049560","12.2182378768921","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIPG"
"C1QBP","Complement C1q Binding Protein","Protein Coding","Q07021","58","GC17M005432","12.2102346420288","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C1QBP"
"NFS1","NFS1 Cysteine Desulfurase","Protein Coding","Q9Y697","57","GC20M035668","12.2056818008423","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFS1"
"VEGFA","Vascular Endothelial Growth Factor A","Protein Coding","P15692","61","GC06P043770","12.1902513504028","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VEGFA"
"KL","Klotho","Protein Coding","Q9UEF7","61","GC13P033016","12.1880941390991","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KL"
"ALPP","Alkaline Phosphatase, Placental","Protein Coding","P05187","56","GC02P232378","12.1661167144775","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALPP"
"UQCRFS1","Ubiquinol-Cytochrome C Reductase, Rieske Iron-Sulfur Polypeptide 1","Protein Coding","P47985","59","GC19M029205","12.1443338394165","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UQCRFS1"
"MIR34A","MicroRNA 34a","RNA Gene","","31","GC01M019769","12.1345472335815","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR34A"
"LDHB","Lactate Dehydrogenase B","Protein Coding","P07195","57","GC12M021635","12.1257572174072","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LDHB"
"MAN1B1","Mannosidase Alpha Class 1B Member 1","Protein Coding","Q9UKM7","59","GC09P137086","12.1139507293701","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAN1B1"
"NR1I3","Nuclear Receptor Subfamily 1 Group I Member 3","Protein Coding","Q14994","56","GC01M161229","12.1022338867188","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR1I3"
"BAAT","Bile Acid-CoA:Amino Acid N-Acyltransferase","Protein Coding","Q14032","53","GC09M101354","12.0993328094482","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAAT"
"ABCG2","ATP Binding Cassette Subfamily G Member 2 (JR Blood Group)","Protein Coding","Q9UNQ0","62","GC04M088090","12.089129447937","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCG2"
"ACTB","Actin Beta","Protein Coding","P60709","63","GC07M005726","12.08274269104","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTB"
"ALG13","ALG13 UDP-N-Acetylglucosaminyltransferase Subunit","Protein Coding","Q9NP73","51","GC0XP111665","12.0773782730103","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALG13"
"TCIRG1","T Cell Immune Regulator 1, ATPase H+ Transporting V0 Subunit A3","Protein Coding","Q13488","56","GC11P099181","12.0721101760864","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCIRG1"
"VPS33B","VPS33B Late Endosome And Lysosome Associated","Protein Coding","Q9H267","54","GC15M090998","12.0715885162354","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS33B"
"SLC7A9","Solute Carrier Family 7 Member 9","Protein Coding","P82251","54","GC19M032830","12.0190658569336","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC7A9"
"FABP4","Fatty Acid Binding Protein 4","Protein Coding","P15090","55","GC08M081478","11.9879751205444","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FABP4"
"ADH1C","Alcohol Dehydrogenase 1C (Class I), Gamma Polypeptide","Protein Coding","P00326","54","GC04M099336","11.9723625183105","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADH1C"
"PGM3","Phosphoglucomutase 3","Protein Coding","O95394","55","GC06M101016","11.9607858657837","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGM3"
"MT-TK","Mitochondrially Encoded TRNA-Lys (AAA/G)","RNA Gene","","22","GCMTP008297","11.9181041717529","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-TK"
"GSK3B","Glycogen Synthase Kinase 3 Beta","Protein Coding","P49841","63","GC03M119821","11.9164886474609","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSK3B"
"B4GALT1","Beta-1,4-Galactosyltransferase 1","Protein Coding","P15291","58","GC09M033100","11.9043798446655","https://www.genecards.org/cgi-bin/carddisp.pl?gene=B4GALT1"
"MT2A","Metallothionein 2A","Protein Coding","P02795","54","GC16P105567","11.8835706710815","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT2A"
"CTNNB1","Catenin Beta 1","Protein Coding","P35222","66","GC03P041194","11.8644533157349","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTNNB1"
"ALG3","ALG3 Alpha-1,3- Mannosyltransferase","Protein Coding","Q92685","54","GC03M184244","11.863245010376","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALG3"
"CYP3A7","Cytochrome P450 Family 3 Subfamily A Member 7","Protein Coding","P24462","50","GC07M099705","11.8445892333984","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP3A7"
"MTF1","Metal Regulatory Transcription Factor 1","Protein Coding","Q14872","50","GC01M037810","11.8437919616699","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTF1"
"FGFR1","Fibroblast Growth Factor Receptor 1","Protein Coding","P11362","68","GC08M038400","11.8393726348877","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGFR1"
"ALDH1A1","Aldehyde Dehydrogenase 1 Family Member A1","Protein Coding","P00352","59","GC09M072900","11.8381452560425","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALDH1A1"
"SETX","Senataxin","Protein Coding","Q7Z333","54","GC09M132261","11.8228216171265","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SETX"
"SLC39A4","Solute Carrier Family 39 Member 4","Protein Coding","Q6P5W5","54","GC08M144409","11.8091325759888","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC39A4"
"CLDN16","Claudin 16","Protein Coding","Q9Y5I7","52","GC03P190290","11.7874927520752","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN16"
"BRCA1","BRCA1 DNA Repair Associated","Protein Coding","P38398","63","GC17M043044","11.778959274292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRCA1"
"HCCS","Holocytochrome C Synthase","Protein Coding","P53701","55","GC0XP011111","11.7412538528442","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HCCS"
"SLC35A2","Solute Carrier Family 35 Member A2","Protein Coding","P78381","52","GC0XM048903","11.7409610748291","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC35A2"
"BCL2","BCL2 Apoptosis Regulator","Protein Coding","P10415","63","GC18M063123","11.7225112915039","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL2"
"ALG11","ALG11 Alpha-1,2-Mannosyltransferase","Protein Coding","Q2TAA5","52","GC13P052012","11.7151584625244","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALG11"
"F5","Coagulation Factor V","Protein Coding","P12259","59","GC01M169511","11.7109069824219","https://www.genecards.org/cgi-bin/carddisp.pl?gene=F5"
"ODC1","Ornithine Decarboxylase 1","Protein Coding","P11926","61","GC02M010432","11.7094869613647","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ODC1"
"MPDU1","Mannose-P-Dolichol Utilization Defect 1","Protein Coding","O75352","54","GC17P007583","11.7008123397827","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MPDU1"
"SERPINC1","Serpin Family C Member 1","Protein Coding","P01008","62","GC01M175056","11.6809501647949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINC1"
"C19orf12","Chromosome 19 Open Reading Frame 12","Protein Coding","Q9NSK7","47","GC19M100805","11.670093536377","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C19orf12"
"LPA","Lipoprotein(A)","Protein Coding","P08519","54","GC06M160531","11.6687526702881","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LPA"
"FAS","Fas Cell Surface Death Receptor","Protein Coding","P25445","64","GC10P116129","11.6633653640747","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAS"
"SLC3A1","Solute Carrier Family 3 Member 1","Protein Coding","Q07837","59","GC02P044275","11.651481628418","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC3A1"
"UGT1A3","UDP Glucuronosyltransferase Family 1 Member A3","Protein Coding","P35503","50","GC02P233729","11.6279039382935","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UGT1A3"
"GANAB","Glucosidase II Alpha Subunit","Protein Coding","Q14697","58","GC11M132679","11.6260395050049","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GANAB"
"SLCO1B3","Solute Carrier Organic Anion Transporter Family Member 1B3","Protein Coding","Q9NPD5","56","GC12P020810","11.6043186187744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLCO1B3"
"ATP6V1A","ATPase H+ Transporting V1 Subunit A","Protein Coding","P38606","58","GC03P113796","11.6010417938232","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6V1A"
"WDR45","WD Repeat Domain 45","Protein Coding","Q9Y484","52","GC0XM049074","11.5917921066284","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR45"
"MAPK1","Mitogen-Activated Protein Kinase 1","Protein Coding","P28482","65","GC22M021759","11.5406494140625","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK1"
"CACNA1S","Calcium Voltage-Gated Channel Subunit Alpha1 S","Protein Coding","Q13698","61","GC01M201008","11.5405988693237","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNA1S"
"CHST6","Carbohydrate Sulfotransferase 6","Protein Coding","Q9GZX3","53","GC16M075472","11.4897556304932","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHST6"
"IL1A","Interleukin 1 Alpha","Protein Coding","P01583","58","GC02M112773","11.4826936721802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1A"
"ATM","ATM Serine/Threonine Kinase","Protein Coding","Q13315","66","GC11P108223","11.4769945144653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATM"
"AKR1C2","Aldo-Keto Reductase Family 1 Member C2","Protein Coding","P52895","58","GC10M004987","11.4759569168091","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKR1C2"
"FTL","Ferritin Light Chain","Protein Coding","P02792","58","GC19P048965","11.467679977417","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FTL"
"GFAP","Glial Fibrillary Acidic Protein","Protein Coding","P14136","61","GC17M089491","11.4623012542725","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GFAP"
"HTT","Huntingtin","Protein Coding","P42858","56","GC04P003041","11.4454307556152","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HTT"
"SHMT1","Serine Hydroxymethyltransferase 1","Protein Coding","P34896","56","GC17M088632","11.4381456375122","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHMT1"
"SUCLG2","Succinate-CoA Ligase GDP-Forming Subunit Beta","Protein Coding","Q96I99","53","GC03M067358","11.4320449829102","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUCLG2"
"PYY","Peptide YY","Protein Coding","P10082","55","GC17M043952","11.4163179397583","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PYY"
"GNA11","G Protein Subunit Alpha 11","Protein Coding","P29992","59","GC19P003094","11.4151268005371","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNA11"
"RMRP","RNA Component Of Mitochondrial RNA Processing Endoribonuclease","RNA Gene","","33","GC09M035655","11.4098777770996","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RMRP"
"FLNA","Filamin A","Protein Coding","P21333","61","GC0XM154348","11.3730421066284","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FLNA"
